Edo,Nombre_Indicador,Indicador,Año
Nacional,Empadronados,94.2,VNM03
Aguascalientes,Empadronados,94.74,VNM03
Baja California,Empadronados,93.12,VNM03
Baja California Sur,Empadronados,94.81,VNM03
Campeche,Empadronados,93.47,VNM03
Coahuila,Empadronados,92.9,VNM03
Colima,Empadronados,94.38,VNM03
Chiapas,Empadronados,93.01,VNM03
Chihuahua,Empadronados,93.64,VNM03
Ciudad de México,Empadronados,96.2,VNM03
Durango,Empadronados,94.57,VNM03
Guanajuato,Empadronados,95.23,VNM03
Guerrero,Empadronados,92.45,VNM03
Hidalgo,Empadronados,92.84,VNM03
Jalisco,Empadronados,95.08,VNM03
México,Empadronados,94.18,VNM03
Michoacán,Empadronados,91.72,VNM03
Morelos,Empadronados,95.58,VNM03
Nayarit,Empadronados,93.51,VNM03
Nuevo León,Empadronados,94.92,VNM03
Oaxaca,Empadronados,93.56,VNM03
Puebla,Empadronados,93.7,VNM03
Querétaro,Empadronados,94.74,VNM03
Quintana Roo,Empadronados,94.38,VNM03
San Luis Potosí,Empadronados,93.08,VNM03
Sinaloa,Empadronados,96.14,VNM03
Sonora,Empadronados,94.65,VNM03
Tabasco,Empadronados,96.87,VNM03
Tamaulipas,Empadronados,93.44,VNM03
Tlaxcala,Empadronados,96.16,VNM03
Veracruz,Empadronados,93.37,VNM03
Yucatán,Empadronados,94.71,VNM03
Zacatecas,Empadronados,92.57,VNM03
Nacional,Empadronados,95.03,VNM05
Aguascalientes,Empadronados,94.82,VNM05
Baja California,Empadronados,91.37,VNM05
Baja California Sur,Empadronados,94.29,VNM05
Campeche,Empadronados,96.43,VNM05
Coahuila,Empadronados,94.3,VNM05
Colima,Empadronados,94.39,VNM05
Chiapas,Empadronados,95.64,VNM05
Chihuahua,Empadronados,95.68,VNM05
Ciudad de México,Empadronados,97.99,VNM05
Durango,Empadronados,94.41,VNM05
Guanajuato,Empadronados,95.92,VNM05
Guerrero,Empadronados,93.02,VNM05
Hidalgo,Empadronados,94.96,VNM05
Jalisco,Empadronados,95.44,VNM05
México,Empadronados,91.83,VNM05
Michoacán,Empadronados,93.73,VNM05
Morelos,Empadronados,96.83,VNM05
Nayarit,Empadronados,95.31,VNM05
Nuevo León,Empadronados,96.43,VNM05
Oaxaca,Empadronados,95.33,VNM05
Puebla,Empadronados,95.42,VNM05
Querétaro,Empadronados,95.08,VNM05
Quintana Roo,Empadronados,94.16,VNM05
San Luis Potosí,Empadronados,94.49,VNM05
Sinaloa,Empadronados,96.9,VNM05
Sonora,Empadronados,93.58,VNM05
Tabasco,Empadronados,97.91,VNM05
Tamaulipas,Empadronados,94.12,VNM05
Tlaxcala,Empadronados,97.62,VNM05
Veracruz,Empadronados,94.95,VNM05
Yucatán,Empadronados,95.32,VNM05
Zacatecas,Empadronados,94.81,VNM05
Nacional,Empadronados,95.4,VNM06
Aguascalientes,Empadronados,94.6,VNM06
Baja California,Empadronados,93.52,VNM06
Baja California Sur,Empadronados,92.33,VNM06
Campeche,Empadronados,93.75,VNM06
Coahuila,Empadronados,95.54,VNM06
Colima,Empadronados,95.83,VNM06
Chiapas,Empadronados,94.8,VNM06
Chihuahua,Empadronados,95.32,VNM06
Ciudad de México,Empadronados,98.01,VNM06
Durango,Empadronados,96.8,VNM06
Guanajuato,Empadronados,94.9,VNM06
Guerrero,Empadronados,93.55,VNM06
Hidalgo,Empadronados,94.71,VNM06
Jalisco,Empadronados,94.21,VNM06
México,Empadronados,95.31,VNM06
Michoacán,Empadronados,94.72,VNM06
Morelos,Empadronados,96.51,VNM06
Nayarit,Empadronados,95.53,VNM06
Nuevo León,Empadronados,94.94,VNM06
Oaxaca,Empadronados,96.87,VNM06
Puebla,Empadronados,94.01,VNM06
Querétaro,Empadronados,95.47,VNM06
Quintana Roo,Empadronados,94.86,VNM06
San Luis Potosí,Empadronados,94.58,VNM06
Sinaloa,Empadronados,95.36,VNM06
Sonora,Empadronados,95.59,VNM06
Tabasco,Empadronados,97.76,VNM06
Tamaulipas,Empadronados,95.21,VNM06
Tlaxcala,Empadronados,96.75,VNM06
Veracruz,Empadronados,96.3,VNM06
Yucatán,Empadronados,93.62,VNM06
Zacatecas,Empadronados,95.83,VNM06
Nacional,Empadronados,96.1,VNM08
Aguascalientes,Empadronados,97.47,VNM08
Baja California,Empadronados,95.26,VNM08
Baja California Sur,Empadronados,95.55,VNM08
Campeche,Empadronados,96.36,VNM08
Coahuila,Empadronados,95.57,VNM08
Colima,Empadronados,96.27,VNM08
Chiapas,Empadronados,94.74,VNM08
Chihuahua,Empadronados,96.25,VNM08
Ciudad de México,Empadronados,97.65,VNM08
Durango,Empadronados,96.22,VNM08
Guanajuato,Empadronados,96.49,VNM08
Guerrero,Empadronados,94.84,VNM08
Hidalgo,Empadronados,96.48,VNM08
Jalisco,Empadronados,96.23,VNM08
México,Empadronados,96.39,VNM08
Michoacán,Empadronados,93.5,VNM08
Morelos,Empadronados,97.78,VNM08
Nayarit,Empadronados,95.94,VNM08
Nuevo León,Empadronados,97.61,VNM08
Oaxaca,Empadronados,93.21,VNM08
Puebla,Empadronados,94.11,VNM08
Querétaro,Empadronados,97.31,VNM08
Quintana Roo,Empadronados,96.4,VNM08
San Luis Potosí,Empadronados,95.41,VNM08
Sinaloa,Empadronados,96.28,VNM08
Sonora,Empadronados,95.65,VNM08
Tabasco,Empadronados,98.23,VNM08
Tamaulipas,Empadronados,96.5,VNM08
Tlaxcala,Empadronados,97.1,VNM08
Veracruz,Empadronados,95.33,VNM08
Yucatán,Empadronados,97.37,VNM08
Zacatecas,Empadronados,96.73,VNM08
Nacional,Empadronados,95.17,VNM09
Aguascalientes,Empadronados,95.08,VNM09
Baja California,Empadronados,94.92,VNM09
Baja California Sur,Empadronados,97.32,VNM09
Campeche,Empadronados,96.65,VNM09
Coahuila,Empadronados,93.63,VNM09
Colima,Empadronados,96.85,VNM09
Chiapas,Empadronados,93.25,VNM09
Chihuahua,Empadronados,94.9,VNM09
Ciudad de México,Empadronados,96.71,VNM09
Durango,Empadronados,95.24,VNM09
Guanajuato,Empadronados,95.83,VNM09
Guerrero,Empadronados,94.63,VNM09
Hidalgo,Empadronados,93.23,VNM09
Jalisco,Empadronados,94.71,VNM09
México,Empadronados,95.72,VNM09
Michoacán,Empadronados,94,VNM09
Morelos,Empadronados,96.65,VNM09
Nayarit,Empadronados,92.5,VNM09
Nuevo León,Empadronados,96.52,VNM09
Oaxaca,Empadronados,94.01,VNM09
Puebla,Empadronados,93.52,VNM09
Querétaro,Empadronados,94.67,VNM09
Quintana Roo,Empadronados,94.09,VNM09
San Luis Potosí,Empadronados,94.64,VNM09
Sinaloa,Empadronados,94.46,VNM09
Sonora,Empadronados,96.08,VNM09
Tabasco,Empadronados,97.32,VNM09
Tamaulipas,Empadronados,94.6,VNM09
Tlaxcala,Empadronados,97.23,VNM09
Veracruz,Empadronados,95.28,VNM09
Yucatán,Empadronados,97.54,VNM09
Zacatecas,Empadronados,95.66,VNM09
Nacional,Empadronados,97.48,VNM11
Aguascalientes,Empadronados,97.59,VNM11
Baja California,Empadronados,96.63,VNM11
Baja California Sur,Empadronados,95.96,VNM11
Campeche,Empadronados,98.51,VNM11
Coahuila,Empadronados,97.83,VNM11
Colima,Empadronados,97.4,VNM11
Chiapas,Empadronados,96.65,VNM11
Chihuahua,Empadronados,97.57,VNM11
Ciudad de México,Empadronados,98.61,VNM11
Durango,Empadronados,97.57,VNM11
Guanajuato,Empadronados,96.61,VNM11
Guerrero,Empadronados,95.67,VNM11
Hidalgo,Empadronados,97.69,VNM11
Jalisco,Empadronados,97.6,VNM11
México,Empadronados,98.07,VNM11
Michoacán,Empadronados,95.75,VNM11
Morelos,Empadronados,98.3,VNM11
Nayarit,Empadronados,96.46,VNM11
Nuevo León,Empadronados,98.79,VNM11
Oaxaca,Empadronados,97.03,VNM11
Puebla,Empadronados,96.82,VNM11
Querétaro,Empadronados,97.26,VNM11
Quintana Roo,Empadronados,98.22,VNM11
San Luis Potosí,Empadronados,96.5,VNM11
Sinaloa,Empadronados,96.8,VNM11
Sonora,Empadronados,97.63,VNM11
Tabasco,Empadronados,97.57,VNM11
Tamaulipas,Empadronados,98.34,VNM11
Tlaxcala,Empadronados,96.66,VNM11
Veracruz,Empadronados,97.25,VNM11
Yucatán,Empadronados,98.64,VNM11
Zacatecas,Empadronados,98.58,VNM11
Nacional,Empadronados,97.56,VNM12
Aguascalientes,Empadronados,98.23,VNM12
Baja California,Empadronados,96.55,VNM12
Baja California Sur,Empadronados,97.52,VNM12
Campeche,Empadronados,99.01,VNM12
Coahuila,Empadronados,96.95,VNM12
Colima,Empadronados,98.68,VNM12
Chiapas,Empadronados,97.5,VNM12
Chihuahua,Empadronados,97.4,VNM12
Ciudad de México,Empadronados,99.06,VNM12
Durango,Empadronados,97.56,VNM12
Guanajuato,Empadronados,96.56,VNM12
Guerrero,Empadronados,97.03,VNM12
Hidalgo,Empadronados,97.54,VNM12
Jalisco,Empadronados,97.45,VNM12
México,Empadronados,98.05,VNM12
Michoacán,Empadronados,96.07,VNM12
Morelos,Empadronados,97.18,VNM12
Nayarit,Empadronados,97.35,VNM12
Nuevo León,Empadronados,98.28,VNM12
Oaxaca,Empadronados,96.55,VNM12
Puebla,Empadronados,97.25,VNM12
Querétaro,Empadronados,97,VNM12
Quintana Roo,Empadronados,98.96,VNM12
San Luis Potosí,Empadronados,96.67,VNM12
Sinaloa,Empadronados,96.9,VNM12
Sonora,Empadronados,98.11,VNM12
Tabasco,Empadronados,97.71,VNM12
Tamaulipas,Empadronados,97.72,VNM12
Tlaxcala,Empadronados,98.57,VNM12
Veracruz,Empadronados,97.26,VNM12
Yucatán,Empadronados,99.1,VNM12
Zacatecas,Empadronados,96.71,VNM12
Nacional,Empadronados,98.24,VNM14
Aguascalientes,Empadronados,98.81,VNM14
Baja California,Empadronados,97,VNM14
Baja California Sur,Empadronados,98.62,VNM14
Campeche,Empadronados,98.57,VNM14
Coahuila,Empadronados,98.46,VNM14
Colima,Empadronados,98.97,VNM14
Chiapas,Empadronados,98.46,VNM14
Chihuahua,Empadronados,97.9,VNM14
Ciudad de México,Empadronados,99.16,VNM14
Durango,Empadronados,98.22,VNM14
Guanajuato,Empadronados,98.46,VNM14
Guerrero,Empadronados,97.62,VNM14
Hidalgo,Empadronados,98.76,VNM14
Jalisco,Empadronados,97.64,VNM14
México,Empadronados,98.88,VNM14
Michoacán,Empadronados,96.76,VNM14
Morelos,Empadronados,98.57,VNM14
Nayarit,Empadronados,98.14,VNM14
Nuevo León,Empadronados,98.13,VNM14
Oaxaca,Empadronados,97.59,VNM14
Puebla,Empadronados,97.38,VNM14
Querétaro,Empadronados,99.21,VNM14
Quintana Roo,Empadronados,98.72,VNM14
San Luis Potosí,Empadronados,98.19,VNM14
Sinaloa,Empadronados,97.94,VNM14
Sonora,Empadronados,98.38,VNM14
Tabasco,Empadronados,98.69,VNM14
Tamaulipas,Empadronados,98.24,VNM14
Tlaxcala,Empadronados,98.19,VNM14
Veracruz,Empadronados,98.19,VNM14
Yucatán,Empadronados,97.84,VNM14
Zacatecas,Empadronados,98.06,VNM14
Nacional,Empadronados,97.7,VNM15
Nacional,Empadronados,97.14,VNM17
Aguascalientes,Empadronados,96.83,VNM17
Baja California,Empadronados,96.75,VNM17
Baja California Sur,Empadronados,96.33,VNM17
Campeche,Empadronados,97.18,VNM17
Coahuila,Empadronados,96.9,VNM17
Colima,Empadronados,96.53,VNM17
Chiapas,Empadronados,97.29,VNM17
Chihuahua,Empadronados,95.34,VNM17
Ciudad de México,Empadronados,98,VNM17
Durango,Empadronados,96.54,VNM17
Guanajuato,Empadronados,97.49,VNM17
Guerrero,Empadronados,97.81,VNM17
Hidalgo,Empadronados,97.21,VNM17
Jalisco,Empadronados,96.85,VNM17
México,Empadronados,96.91,VNM17
Michoacán,Empadronados,96.9,VNM17
Morelos,Empadronados,97.35,VNM17
Nayarit,Empadronados,97.41,VNM17
Nuevo León,Empadronados,97.39,VNM17
Oaxaca,Empadronados,97.03,VNM17
Puebla,Empadronados,97,VNM17
Querétaro,Empadronados,98.02,VNM17
Quintana Roo,Empadronados,98.79,VNM17
San Luis Potosí,Empadronados,97.38,VNM17
Sinaloa,Empadronados,97.36,VNM17
Sonora,Empadronados,96.24,VNM17
Tabasco,Empadronados,98.52,VNM17
Tamaulipas,Empadronados,97.9,VNM17
Tlaxcala,Empadronados,98.51,VNM17
Veracruz,Empadronados,96.7,VNM17
Yucatán,Empadronados,97.44,VNM17
Zacatecas,Empadronados,96.57,VNM17
Nacional,Empadronados en el estado,92,VNM03
Aguascalientes,Empadronados en el estado,93.02,VNM03
Baja California,Empadronados en el estado,88.99,VNM03
Baja California Sur,Empadronados en el estado,90.78,VNM03
Campeche,Empadronados en el estado,92.22,VNM03
Coahuila,Empadronados en el estado,91.18,VNM03
Colima,Empadronados en el estado,90.5,VNM03
Chiapas,Empadronados en el estado,92.23,VNM03
Chihuahua,Empadronados en el estado,91.51,VNM03
Ciudad de México,Empadronados en el estado,93.59,VNM03
Durango,Empadronados en el estado,93.3,VNM03
Guanajuato,Empadronados en el estado,94.27,VNM03
Guerrero,Empadronados en el estado,91.17,VNM03
Hidalgo,Empadronados en el estado,88.94,VNM03
Jalisco,Empadronados en el estado,93.39,VNM03
México,Empadronados en el estado,91.51,VNM03
Michoacán,Empadronados en el estado,89.97,VNM03
Morelos,Empadronados en el estado,92.48,VNM03
Nayarit,Empadronados en el estado,90.65,VNM03
Nuevo León,Empadronados en el estado,93.15,VNM03
Oaxaca,Empadronados en el estado,90.25,VNM03
Puebla,Empadronados en el estado,92.2,VNM03
Querétaro,Empadronados en el estado,91.59,VNM03
Quintana Roo,Empadronados en el estado,90.24,VNM03
San Luis Potosí,Empadronados en el estado,90.57,VNM03
Sinaloa,Empadronados en el estado,92.46,VNM03
Sonora,Empadronados en el estado,93.39,VNM03
Tabasco,Empadronados en el estado,94.49,VNM03
Tamaulipas,Empadronados en el estado,90.09,VNM03
Tlaxcala,Empadronados en el estado,92.9,VNM03
Veracruz,Empadronados en el estado,91.35,VNM03
Yucatán,Empadronados en el estado,93.85,VNM03
Zacatecas,Empadronados en el estado,91.74,VNM03
Nacional,Empadronados en el estado,93,VNM05
Aguascalientes,Empadronados en el estado,93.29,VNM05
Baja California,Empadronados en el estado,87.75,VNM05
Baja California Sur,Empadronados en el estado,89.94,VNM05
Campeche,Empadronados en el estado,93.83,VNM05
Coahuila,Empadronados en el estado,92.62,VNM05
Colima,Empadronados en el estado,90.32,VNM05
Chiapas,Empadronados en el estado,94.33,VNM05
Chihuahua,Empadronados en el estado,93.79,VNM05
Ciudad de México,Empadronados en el estado,96.15,VNM05
Durango,Empadronados en el estado,91.33,VNM05
Guanajuato,Empadronados en el estado,94.92,VNM05
Guerrero,Empadronados en el estado,91.89,VNM05
Hidalgo,Empadronados en el estado,93.1,VNM05
Jalisco,Empadronados en el estado,93.85,VNM05
México,Empadronados en el estado,89.47,VNM05
Michoacán,Empadronados en el estado,91.35,VNM05
Morelos,Empadronados en el estado,95.2,VNM05
Nayarit,Empadronados en el estado,93.55,VNM05
Nuevo León,Empadronados en el estado,94.09,VNM05
Oaxaca,Empadronados en el estado,93.54,VNM05
Puebla,Empadronados en el estado,93.11,VNM05
Querétaro,Empadronados en el estado,91.22,VNM05
Quintana Roo,Empadronados en el estado,87.6,VNM05
San Luis Potosí,Empadronados en el estado,92.41,VNM05
Sinaloa,Empadronados en el estado,95.28,VNM05
Sonora,Empadronados en el estado,91.98,VNM05
Tabasco,Empadronados en el estado,97.22,VNM05
Tamaulipas,Empadronados en el estado,91.66,VNM05
Tlaxcala,Empadronados en el estado,96.56,VNM05
Veracruz,Empadronados en el estado,92.98,VNM05
Yucatán,Empadronados en el estado,94.34,VNM05
Zacatecas,Empadronados en el estado,92.51,VNM05
Nacional,Empadronados en el estado,92.8,VNM06
Aguascalientes,Empadronados en el estado,92.75,VNM06
Baja California,Empadronados en el estado,87.89,VNM06
Baja California Sur,Empadronados en el estado,81.82,VNM06
Campeche,Empadronados en el estado,91.3,VNM06
Coahuila,Empadronados en el estado,93.77,VNM06
Colima,Empadronados en el estado,91.28,VNM06
Chiapas,Empadronados en el estado,93.4,VNM06
Chihuahua,Empadronados en el estado,93.3,VNM06
Ciudad de México,Empadronados en el estado,95.2,VNM06
Durango,Empadronados en el estado,94.16,VNM06
Guanajuato,Empadronados en el estado,92.85,VNM06
Guerrero,Empadronados en el estado,92.42,VNM06
Hidalgo,Empadronados en el estado,92.35,VNM06
Jalisco,Empadronados en el estado,91.82,VNM06
México,Empadronados en el estado,91.58,VNM06
Michoacán,Empadronados en el estado,93.14,VNM06
Morelos,Empadronados en el estado,93.38,VNM06
Nayarit,Empadronados en el estado,93.18,VNM06
Nuevo León,Empadronados en el estado,91.13,VNM06
Oaxaca,Empadronados en el estado,95.88,VNM06
Puebla,Empadronados en el estado,92.11,VNM06
Querétaro,Empadronados en el estado,90.44,VNM06
Quintana Roo,Empadronados en el estado,87.57,VNM06
San Luis Potosí,Empadronados en el estado,93.66,VNM06
Sinaloa,Empadronados en el estado,93.94,VNM06
Sonora,Empadronados en el estado,92.79,VNM06
Tabasco,Empadronados en el estado,96.6,VNM06
Tamaulipas,Empadronados en el estado,91.75,VNM06
Tlaxcala,Empadronados en el estado,91.22,VNM06
Veracruz,Empadronados en el estado,95.09,VNM06
Yucatán,Empadronados en el estado,91.94,VNM06
Zacatecas,Empadronados en el estado,93.3,VNM06
Nacional,Empadronados en el estado,93.3,VNM08
Aguascalientes,Empadronados en el estado,95.72,VNM08
Baja California,Empadronados en el estado,91.38,VNM08
Baja California Sur,Empadronados en el estado,84.75,VNM08
Campeche,Empadronados en el estado,93.33,VNM08
Coahuila,Empadronados en el estado,93.33,VNM08
Colima,Empadronados en el estado,90.95,VNM08
Chiapas,Empadronados en el estado,92.63,VNM08
Chihuahua,Empadronados en el estado,93.69,VNM08
Ciudad de México,Empadronados en el estado,95.12,VNM08
Durango,Empadronados en el estado,93.93,VNM08
Guanajuato,Empadronados en el estado,95.57,VNM08
Guerrero,Empadronados en el estado,92.77,VNM08
Hidalgo,Empadronados en el estado,92.79,VNM08
Jalisco,Empadronados en el estado,94.17,VNM08
México,Empadronados en el estado,91.76,VNM08
Michoacán,Empadronados en el estado,91.77,VNM08
Morelos,Empadronados en el estado,93.51,VNM08
Nayarit,Empadronados en el estado,92.79,VNM08
Nuevo León,Empadronados en el estado,96.03,VNM08
Oaxaca,Empadronados en el estado,90.65,VNM08
Puebla,Empadronados en el estado,91.66,VNM08
Querétaro,Empadronados en el estado,92.83,VNM08
Quintana Roo,Empadronados en el estado,88.13,VNM08
San Luis Potosí,Empadronados en el estado,93.52,VNM08
Sinaloa,Empadronados en el estado,93.89,VNM08
Sonora,Empadronados en el estado,92.93,VNM08
Tabasco,Empadronados en el estado,95.96,VNM08
Tamaulipas,Empadronados en el estado,93.97,VNM08
Tlaxcala,Empadronados en el estado,94.68,VNM08
Veracruz,Empadronados en el estado,93.21,VNM08
Yucatán,Empadronados en el estado,95.8,VNM08
Zacatecas,Empadronados en el estado,94.35,VNM08
Nacional,Empadronados en el estado,92.73,VNM09
Aguascalientes,Empadronados en el estado,93.47,VNM09
Baja California,Empadronados en el estado,91.51,VNM09
Baja California Sur,Empadronados en el estado,91.22,VNM09
Campeche,Empadronados en el estado,93.32,VNM09
Coahuila,Empadronados en el estado,91.3,VNM09
Colima,Empadronados en el estado,92.96,VNM09
Chiapas,Empadronados en el estado,92.81,VNM09
Chihuahua,Empadronados en el estado,93.21,VNM09
Ciudad de México,Empadronados en el estado,94.25,VNM09
Durango,Empadronados en el estado,93.75,VNM09
Guanajuato,Empadronados en el estado,94.88,VNM09
Guerrero,Empadronados en el estado,92.87,VNM09
Hidalgo,Empadronados en el estado,90.16,VNM09
Jalisco,Empadronados en el estado,93,VNM09
México,Empadronados en el estado,90.77,VNM09
Michoacán,Empadronados en el estado,92.09,VNM09
Morelos,Empadronados en el estado,93.44,VNM09
Nayarit,Empadronados en el estado,88.29,VNM09
Nuevo León,Empadronados en el estado,94.69,VNM09
Oaxaca,Empadronados en el estado,91.8,VNM09
Puebla,Empadronados en el estado,91.54,VNM09
Querétaro,Empadronados en el estado,92.46,VNM09
Quintana Roo,Empadronados en el estado,89.78,VNM09
San Luis Potosí,Empadronados en el estado,92.77,VNM09
Sinaloa,Empadronados en el estado,91.78,VNM09
Sonora,Empadronados en el estado,94.45,VNM09
Tabasco,Empadronados en el estado,95.24,VNM09
Tamaulipas,Empadronados en el estado,92.29,VNM09
Tlaxcala,Empadronados en el estado,95.72,VNM09
Veracruz,Empadronados en el estado,92.97,VNM09
Yucatán,Empadronados en el estado,95.21,VNM09
Zacatecas,Empadronados en el estado,94.52,VNM09
Nacional,Empadronados en el estado,95.05,VNM11
Aguascalientes,Empadronados en el estado,96.35,VNM11
Baja California,Empadronados en el estado,93.43,VNM11
Baja California Sur,Empadronados en el estado,86.91,VNM11
Campeche,Empadronados en el estado,96.14,VNM11
Coahuila,Empadronados en el estado,96.99,VNM11
Colima,Empadronados en el estado,93.35,VNM11
Chiapas,Empadronados en el estado,95.28,VNM11
Chihuahua,Empadronados en el estado,96.48,VNM11
Ciudad de México,Empadronados en el estado,96.5,VNM11
Durango,Empadronados en el estado,96.78,VNM11
Guanajuato,Empadronados en el estado,95.07,VNM11
Guerrero,Empadronados en el estado,94.29,VNM11
Hidalgo,Empadronados en el estado,95.62,VNM11
Jalisco,Empadronados en el estado,94.88,VNM11
México,Empadronados en el estado,93.32,VNM11
Michoacán,Empadronados en el estado,94.32,VNM11
Morelos,Empadronados en el estado,93.98,VNM11
Nayarit,Empadronados en el estado,92.42,VNM11
Nuevo León,Empadronados en el estado,97.04,VNM11
Oaxaca,Empadronados en el estado,95.25,VNM11
Puebla,Empadronados en el estado,94.95,VNM11
Querétaro,Empadronados en el estado,93.83,VNM11
Quintana Roo,Empadronados en el estado,92.6,VNM11
San Luis Potosí,Empadronados en el estado,94.69,VNM11
Sinaloa,Empadronados en el estado,94.4,VNM11
Sonora,Empadronados en el estado,96.23,VNM11
Tabasco,Empadronados en el estado,94.44,VNM11
Tamaulipas,Empadronados en el estado,95.86,VNM11
Tlaxcala,Empadronados en el estado,94.86,VNM11
Veracruz,Empadronados en el estado,95.42,VNM11
Yucatán,Empadronados en el estado,96.91,VNM11
Zacatecas,Empadronados en el estado,96.85,VNM11
Nacional,Empadronados en el estado,95.1,VNM12
Aguascalientes,Empadronados en el estado,96.38,VNM12
Baja California,Empadronados en el estado,95.14,VNM12
Baja California Sur,Empadronados en el estado,91.73,VNM12
Campeche,Empadronados en el estado,96.32,VNM12
Coahuila,Empadronados en el estado,95.42,VNM12
Colima,Empadronados en el estado,96.11,VNM12
Chiapas,Empadronados en el estado,96.08,VNM12
Chihuahua,Empadronados en el estado,96.23,VNM12
Ciudad de México,Empadronados en el estado,96.65,VNM12
Durango,Empadronados en el estado,96.47,VNM12
Guanajuato,Empadronados en el estado,94.08,VNM12
Guerrero,Empadronados en el estado,94.11,VNM12
Hidalgo,Empadronados en el estado,92.01,VNM12
Jalisco,Empadronados en el estado,95.09,VNM12
México,Empadronados en el estado,93.88,VNM12
Michoacán,Empadronados en el estado,94.62,VNM12
Morelos,Empadronados en el estado,94.68,VNM12
Nayarit,Empadronados en el estado,93.62,VNM12
Nuevo León,Empadronados en el estado,95.77,VNM12
Oaxaca,Empadronados en el estado,94.94,VNM12
Puebla,Empadronados en el estado,95.08,VNM12
Querétaro,Empadronados en el estado,92.11,VNM12
Quintana Roo,Empadronados en el estado,92.33,VNM12
San Luis Potosí,Empadronados en el estado,95.39,VNM12
Sinaloa,Empadronados en el estado,94.86,VNM12
Sonora,Empadronados en el estado,97.14,VNM12
Tabasco,Empadronados en el estado,96.48,VNM12
Tamaulipas,Empadronados en el estado,96.58,VNM12
Tlaxcala,Empadronados en el estado,94.53,VNM12
Veracruz,Empadronados en el estado,95.12,VNM12
Yucatán,Empadronados en el estado,97.31,VNM12
Zacatecas,Empadronados en el estado,96.73,VNM12
Nacional,Empadronados en el estado,96,VNM14
Aguascalientes,Empadronados en el estado,95.99,VNM14
Baja California,Empadronados en el estado,94.9,VNM14
Baja California Sur,Empadronados en el estado,94.9,VNM14
Campeche,Empadronados en el estado,96.8,VNM14
Coahuila,Empadronados en el estado,97.55,VNM14
Colima,Empadronados en el estado,95.17,VNM14
Chiapas,Empadronados en el estado,97.33,VNM14
Chihuahua,Empadronados en el estado,96.96,VNM14
Ciudad de México,Empadronados en el estado,96.69,VNM14
Durango,Empadronados en el estado,97.06,VNM14
Guanajuato,Empadronados en el estado,97.06,VNM14
Guerrero,Empadronados en el estado,96.92,VNM14
Hidalgo,Empadronados en el estado,95.05,VNM14
Jalisco,Empadronados en el estado,95.78,VNM14
México,Empadronados en el estado,93.64,VNM14
Michoacán,Empadronados en el estado,95.15,VNM14
Morelos,Empadronados en el estado,96.28,VNM14
Nayarit,Empadronados en el estado,94.81,VNM14
Nuevo León,Empadronados en el estado,96.11,VNM14
Oaxaca,Empadronados en el estado,95.67,VNM14
Puebla,Empadronados en el estado,95.62,VNM14
Querétaro,Empadronados en el estado,97.06,VNM14
Quintana Roo,Empadronados en el estado,93.05,VNM14
San Luis Potosí,Empadronados en el estado,96.97,VNM14
Sinaloa,Empadronados en el estado,96.62,VNM14
Sonora,Empadronados en el estado,96.35,VNM14
Tabasco,Empadronados en el estado,96.88,VNM14
Tamaulipas,Empadronados en el estado,97.09,VNM14
Tlaxcala,Empadronados en el estado,97.14,VNM14
Veracruz,Empadronados en el estado,96.33,VNM14
Yucatán,Empadronados en el estado,97.16,VNM14
Zacatecas,Empadronados en el estado,96.17,VNM14
Nacional,Empadronados en el estado,95.72,VNM15
Nacional,Empadronados en el estado,94.56,VNM17
Aguascalientes,Empadronados en el estado,94.44,VNM17
Baja California,Empadronados en el estado,93.11,VNM17
Baja California Sur,Empadronados en el estado,91.61,VNM17
Campeche,Empadronados en el estado,94.74,VNM17
Coahuila,Empadronados en el estado,94.75,VNM17
Colima,Empadronados en el estado,94.51,VNM17
Chiapas,Empadronados en el estado,96.57,VNM17
Chihuahua,Empadronados en el estado,93.63,VNM17
Ciudad de México,Empadronados en el estado,94.63,VNM17
Durango,Empadronados en el estado,94.75,VNM17
Guanajuato,Empadronados en el estado,96.53,VNM17
Guerrero,Empadronados en el estado,96.03,VNM17
Hidalgo,Empadronados en el estado,93.97,VNM17
Jalisco,Empadronados en el estado,94.37,VNM17
México,Empadronados en el estado,93.09,VNM17
Michoacán,Empadronados en el estado,95.79,VNM17
Morelos,Empadronados en el estado,93.42,VNM17
Nayarit,Empadronados en el estado,92.6,VNM17
Nuevo León,Empadronados en el estado,93.94,VNM17
Oaxaca,Empadronados en el estado,95.32,VNM17
Puebla,Empadronados en el estado,94.45,VNM17
Querétaro,Empadronados en el estado,93.59,VNM17
Quintana Roo,Empadronados en el estado,86.17,VNM17
San Luis Potosí,Empadronados en el estado,96.34,VNM17
Sinaloa,Empadronados en el estado,96.12,VNM17
Sonora,Empadronados en el estado,94.75,VNM17
Tabasco,Empadronados en el estado,96.81,VNM17
Tamaulipas,Empadronados en el estado,96.29,VNM17
Tlaxcala,Empadronados en el estado,95.87,VNM17
Veracruz,Empadronados en el estado,94.65,VNM17
Yucatán,Empadronados en el estado,95.55,VNM17
Zacatecas,Empadronados en el estado,94.83,VNM17
Nacional,Empadronados en la sección,77.6,VNM03
Aguascalientes,Empadronados en la sección,77.06,VNM03
Baja California,Empadronados en la sección,65.72,VNM03
Baja California Sur,Empadronados en la sección,64.89,VNM03
Campeche,Empadronados en la sección,74.06,VNM03
